DiseaseCode,DiseaseName,Occurances,Symptoms
C0027651,neoplasm,297,UMLS:C0221198_lesion
C0027651,neoplasm,297,UMLS:C0008031_pain chest
C0027651,neoplasm,297,UMLS:C0018965_hematuria
C0027651,neoplasm,297,UMLS:C1269955_tumor cell invasion
C0027651,neoplasm,297,UMLS:C0030193_pain
C0027651,neoplasm,297,UMLS:C0003126_anosmia
C0027651,neoplasm,297,UMLS:C0205400_thicken
C0027651,neoplasm,297,UMLS:C1513183_metastatic lesion
C0027651,neoplasm,297,UMLS:C0149696_food intolerance
C0027651,neoplasm,297,UMLS:C0043096_decreased body weight
C0027651,neoplasm,297,UMLS:C0028081_night sweat
C0027651,neoplasm,297,UMLS:C0271202_hemianopsia homonymous
C0027651,neoplasm,297,UMLS:C0239233_satiety early
C0027651,neoplasm,297,UMLS:C0000737_pain abdominal
C0027651,neoplasm,297,UMLS:C0018681_headache
C0034065,embolism pulmonary,294,UMLS:C0392680_shortness of breath
C0034065,embolism pulmonary,294,UMLS:C0700292_hypoxemia
C0034065,embolism pulmonary,294,UMLS:C0231835_tachypnea
C0034065,embolism pulmonary,294,UMLS:C0744727_hematocrit decreased
C0034065,embolism pulmonary,294,UMLS:C0008031_pain chest
C0034065,embolism pulmonary,294,UMLS:C0013404_dyspnea
C0034065,embolism pulmonary,294,UMLS:C0008033_pleuritic pain
C0034065,embolism pulmonary,294,UMLS:C0151315_neck stiffness
C0034065,embolism pulmonary,294,UMLS:C0457096_yellow sputum
C0034065,embolism pulmonary,294,UMLS:C0239134_productive cough
C0034065,embolism pulmonary,294,UMLS:C0008767_cicatrisation
C0034065,embolism pulmonary,294,UMLS:C0241526_unresponsiveness
C0034065,embolism pulmonary,294,UMLS:C0476273_distress respiratory
C0034065,embolism pulmonary,294,UMLS:C0043144_wheezing
C0034065,embolism pulmonary,294,UMLS:C0277797_apyrexial
C0034065,embolism pulmonary,294,UMLS:C0850149_non-productive cough
C0014544,epilepsy,290,UMLS:C0036572_seizure
C0014544,epilepsy,290,UMLS:C0347938_hypometabolism
C0014544,epilepsy,290,UMLS:C0236018_aura
C0014544,epilepsy,290,UMLS:C0231530_muscle twitch
C0014544,epilepsy,290,UMLS:C0013144_drowsiness
C0014544,epilepsy,290,UMLS:C0040822_tremor
C0014544,epilepsy,290,UMLS:C0241526_unresponsiveness
C0014544,epilepsy,290,UMLS:C0018991_hemiplegia
C0014544,epilepsy,290,UMLS:C0027066_myoclonus
C0014544,epilepsy,290,UMLS:C0232517_gurgle
C0014544,epilepsy,290,UMLS:C0234450_sleepy
C0014544,epilepsy,290,UMLS:C0023380_lethargy
C0014544,epilepsy,290,UMLS:C0558195_wheelchair bound
C0878544,cardiomyopathy,283,UMLS:C0392680_shortness of breath
C0878544,cardiomyopathy,283,UMLS:C0085619_orthopnea
C0878544,cardiomyopathy,283,UMLS:C0086439_hypokinesia
C0878544,cardiomyopathy,283,UMLS:C0240100_jugular venous distention
C0878544,cardiomyopathy,283,UMLS:C0030252_palpitation
C0878544,cardiomyopathy,283,UMLS:C0008031_pain chest
C0878544,cardiomyopathy,283,UMLS:C0039070_syncope
C0878544,cardiomyopathy,283,UMLS:C0457096_yellow sputum
C0878544,cardiomyopathy,283,UMLS:C0034642_rale
C0878544,cardiomyopathy,283,UMLS:C0013404_dyspnea
C0878544,cardiomyopathy,283,UMLS:C0231807_dyspnea on exertion
C0878544,cardiomyopathy,283,UMLS:C0238705_left atrial hypertrophy
C0878544,cardiomyopathy,283,UMLS:C0015672_fatigue
C0878544,cardiomyopathy,283,UMLS:C0043094_weight gain
C0878544,cardiomyopathy,283,UMLS:C0376405_patient non compliance
C0022661,chronic kidney failure,280,UMLS:C0042963_vomiting
C0022661,chronic kidney failure,280,UMLS:C0085619_orthopnea
C0022661,chronic kidney failure,280,UMLS:C0020461_hyperkalemia
C0022661,chronic kidney failure,280,UMLS:C0028961_oliguria
C0022661,chronic kidney failure,280,UMLS:C0240100_jugular venous distention
C0022661,chronic kidney failure,280,UMLS:C0027497_nausea
C0022661,chronic kidney failure,280,UMLS:C0392680_shortness of breath
C0022661,chronic kidney failure,280,UMLS:C0856054_mental status changes
C0022661,chronic kidney failure,280,UMLS:C0011991_diarrhea
C0022661,chronic kidney failure,280,UMLS:C0004093_asthenia
C0022661,chronic kidney failure,280,UMLS:C0232292_chest tightness
C0022661,chronic kidney failure,280,UMLS:C0231218_malaise
C0022661,chronic kidney failure,280,UMLS:C0085593_chill
C0022661,chronic kidney failure,280,UMLS:C0034642_rale
C0022661,chronic kidney failure,280,UMLS:C0015967_fever
C0022661,chronic kidney failure,280,UMLS:C0008033_pleuritic pain
C0022661,chronic kidney failure,280,UMLS:C0277797_apyrexial
C0022661,chronic kidney failure,280,UMLS:C0744492_guaiac positive
C0022661,chronic kidney failure,280,UMLS:C0038999_swelling
C0022661,chronic kidney failure,280,UMLS:C0007398_catatonia
C0022661,chronic kidney failure,280,UMLS:C0241526_unresponsiveness
C0022661,chronic kidney failure,280,UMLS:C0457096_yellow sputum
C0007097,carcinoma,269,UMLS:C0577559_mass of body structure
C0007097,carcinoma,269,UMLS:C0030193_pain
C0007097,carcinoma,269,UMLS:C0221198_lesion
C0007097,carcinoma,269,UMLS:C1269955_tumor cell invasion
C0007097,carcinoma,269,UMLS:C0205400_thicken
C0007097,carcinoma,269,UMLS:C0043096_decreased body weight
C0007097,carcinoma,269,UMLS:C0019825_hoarseness
C0007097,carcinoma,269,UMLS:C0858924_general discomfort
C0007097,carcinoma,269,UMLS:C1513183_metastatic lesion
C0007097,carcinoma,269,UMLS:C0850149_non-productive cough
C0007097,carcinoma,269,UMLS:C0009806_constipation
C0007097,carcinoma,269,UMLS:C0847488_unhappy
C0007097,carcinoma,269,UMLS:C0030554_paresthesia
C0007097,carcinoma,269,UMLS:C0232995_gravida 0
C0007097,carcinoma,269,UMLS:C0011991_diarrhea
C0007097,carcinoma,269,UMLS:C0234233_sore to touch
C0007097,carcinoma,269,UMLS:C0018834_heartburn
C0007097,carcinoma,269,UMLS:C0027497_nausea
C0007097,carcinoma,269,UMLS:C0034079_lung nodule
C0019196,hepatitis C,269,UMLS:C0003962_ascites
C0019196,hepatitis C,269,UMLS:C0000731_distended abdomen
C0019196,hepatitis C,269,UMLS:C0424000_feeling suicidal
C0019196,hepatitis C,269,UMLS:C0010200_cough
C0019196,hepatitis C,269,UMLS:C0234238_ache
C0019196,hepatitis C,269,UMLS:C0558143_macerated skin
C0019196,hepatitis C,269,UMLS:C0581912_heavy feeling
C0019196,hepatitis C,269,UMLS:C0233762_hallucinations auditory
C0019196,hepatitis C,269,UMLS:C0085593_chill
C0019196,hepatitis C,269,UMLS:C0232766_asterixis
C0019196,hepatitis C,269,UMLS:C0376405_patient non compliance
C0085096,peripheral vascular disease,268,UMLS:C0392680_shortness of breath
C0085096,peripheral vascular disease,268,UMLS:C0234253_rest pain
C0085096,peripheral vascular disease,268,UMLS:C0002962_angina pectoris
C0085096,peripheral vascular disease,268,UMLS:C0241526_unresponsiveness
C0085096,peripheral vascular disease,268,UMLS:C0020461_hyperkalemia
C0085096,peripheral vascular disease,268,UMLS:C0232201_sinus rhythm
C0085096,peripheral vascular disease,268,UMLS:C0553668_labored breathing
C0085096,peripheral vascular disease,268,UMLS:C0013404_dyspnea
C0085096,peripheral vascular disease,268,UMLS:C0234233_sore to touch
C0085096,peripheral vascular disease,268,UMLS:C0003123_anorexia
C0085096,peripheral vascular disease,268,UMLS:C0234450_sleepy
C0033975,psychotic disorder,267,UMLS:C0438696_suicidal
C0033975,psychotic disorder,267,UMLS:C0233762_hallucinations auditory
C0033975,psychotic disorder,267,UMLS:C0424000_feeling suicidal
C0033975,psychotic disorder,267,UMLS:C0233763_hallucinations visual
C0033975,psychotic disorder,267,UMLS:C0424230_motor retardation
C0033975,psychotic disorder,267,UMLS:C0312422_blackout
C0033975,psychotic disorder,267,UMLS:C0424068_verbal auditory hallucinations
C0033975,psychotic disorder,267,UMLS:C0150041_feeling hopeless
C0033975,psychotic disorder,267,UMLS:C0022107_irritable mood
C0033975,psychotic disorder,267,UMLS:C0085631_agitation
C0033975,psychotic disorder,267,UMLS:C0040822_tremor
C0033975,psychotic disorder,267,UMLS:C0007398_catatonia
C0033975,psychotic disorder,267,UMLS:C0424109_weepiness
C0033975,psychotic disorder,267,UMLS:C0237154_homelessness
C0033975,psychotic disorder,267,UMLS:C0917801_sleeplessness
C0033975,psychotic disorder,267,UMLS:C0424092_withdraw
C0033975,psychotic disorder,267,UMLS:C0455769_energy increased
C0033975,psychotic disorder,267,UMLS:C0728899_intoxication
C0033975,psychotic disorder,267,UMLS:C0233481_worry
C0033975,psychotic disorder,267,UMLS:C0424295_behavior hyperactive
C0033975,psychotic disorder,267,UMLS:C0376405_patient non compliance
C0033975,psychotic disorder,267,UMLS:C0344315_mood depressed
C0033975,psychotic disorder,267,UMLS:C0558261_terrify
C0033975,psychotic disorder,267,UMLS:C0028084_nightmare
C0033975,psychotic disorder,267,UMLS:C0239110_consciousness clear
C0020473,hyperlipidemia,247,UMLS:C0008031_pain chest
C0020473,hyperlipidemia,247,UMLS:C0002962_angina pectoris
C0020473,hyperlipidemia,247,UMLS:C0030252_palpitation
C0020473,hyperlipidemia,247,UMLS:C1305739_presence of q wave
C0020473,hyperlipidemia,247,UMLS:C0085635_photopsia
C0020473,hyperlipidemia,247,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
C0020473,hyperlipidemia,247,UMLS:C0235710_chest discomfort
C0020473,hyperlipidemia,247,UMLS:C0392680_shortness of breath
C0020473,hyperlipidemia,247,UMLS:C0392701_giddy mood
C0020473,hyperlipidemia,247,UMLS:C0086439_hypokinesia
C0020473,hyperlipidemia,247,UMLS:C0018991_hemiplegia
C0020473,hyperlipidemia,247,UMLS:C0012833_dizziness
C0005586,bipolar disorder,241,UMLS:C0424000_feeling suicidal
C0005586,bipolar disorder,241,UMLS:C0455769_energy increased
C0005586,bipolar disorder,241,UMLS:C0438696_suicidal
C0005586,bipolar disorder,241,UMLS:C0022107_irritable mood
C0005586,bipolar disorder,241,UMLS:C0085631_agitation
C0005586,bipolar disorder,241,UMLS:C0557075_has religious belief
C0005586,bipolar disorder,241,UMLS:C0578859_disturbed family
C0005586,bipolar disorder,241,UMLS:C0233762_hallucinations auditory
C0005586,bipolar disorder,241,UMLS:C0424068_verbal auditory hallucinations
C0005586,bipolar disorder,241,UMLS:C0424109_weepiness
C0005586,bipolar disorder,241,UMLS:C0424295_behavior hyperactive
C0005586,bipolar disorder,241,UMLS:C0007398_catatonia
C0005586,bipolar disorder,241,UMLS:C0150041_feeling hopeless
C0005586,bipolar disorder,241,UMLS:C0233481_worry
C0005586,bipolar disorder,241,UMLS:C0917801_sleeplessness
C0005586,bipolar disorder,241,UMLS:C0917799_hypersomnia
C0005586,bipolar disorder,241,UMLS:C1299586_difficulty
C0005586,bipolar disorder,241,UMLS:C0233763_hallucinations visual
C0005586,bipolar disorder,241,UMLS:C0020458_hyperhidrosis disorder
C0005586,bipolar disorder,241,UMLS:C0026961_mydriasis
C0005586,bipolar disorder,241,UMLS:C0234133_extrapyramidal sign
C0005586,bipolar disorder,241,UMLS:C0240233_loose associations
C0005586,bipolar disorder,241,UMLS:C0728899_intoxication
C0005586,bipolar disorder,241,UMLS:C0424230_motor retardation
C0005586,bipolar disorder,241,UMLS:C0237154_homelessness
C0005586,bipolar disorder,241,UMLS:C0312422_blackout
C0005586,bipolar disorder,241,UMLS:C0040822_tremor
C0005586,bipolar disorder,241,UMLS:C0392674_exhaustion
C0028754,obesity,228,UMLS:C0030193_pain
C0028754,obesity,228,UMLS:C0007398_catatonia
C0028754,obesity,228,UMLS:C0037384_snore
C0028754,obesity,228,UMLS:C0008031_pain chest
C0028754,obesity,228,UMLS:C0429091_r wave feature
C0028754,obesity,228,UMLS:C0557075_has religious belief
C0028754,obesity,228,UMLS:C0392680_shortness of breath
C0028754,obesity,228,UMLS:C0015672_fatigue^UMLS:C0557875_tired
C0028754,obesity,228,UMLS:C0497406_overweight
C0028754,obesity,228,UMLS:C0232257_systolic murmur
C0028754,obesity,228,UMLS:C0344315_mood depressed
C0028754,obesity,228,UMLS:C0013491_ecchymosis
C0022116,ischemia,226,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
C0022116,ischemia,226,UMLS:C0008031_pain chest
C0022116,ischemia,226,UMLS:C0002962_angina pectoris
C0022116,ischemia,226,UMLS:C0438716_pressure chest
C0022116,ischemia,226,UMLS:C0235710_chest discomfort
C0022116,ischemia,226,UMLS:C0392680_shortness of breath
C0022116,ischemia,226,UMLS:C0013404_dyspnea
C0022116,ischemia,226,UMLS:C0232201_sinus rhythm
C0022116,ischemia,226,UMLS:C0428977_bradycardia
C0022116,ischemia,226,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
C0022116,ischemia,226,UMLS:C0034642_rale
C0022116,ischemia,226,UMLS:C0231221_asymptomatic
C0022116,ischemia,226,UMLS:C0003123_anorexia
C1623038,cirrhosis,218,UMLS:C0003962_ascites
C1623038,cirrhosis,218,UMLS:C0085639_fall
C1623038,cirrhosis,218,UMLS:C0038002_splenomegaly
C1623038,cirrhosis,218,UMLS:C0033774_pruritus
C1623038,cirrhosis,218,UMLS:C0000737_pain abdominal
C1623038,cirrhosis,218,UMLS:C1269955_tumor cell invasion
C1623038,cirrhosis,218,UMLS:C0000731_distended abdomen
C1623038,cirrhosis,218,UMLS:C0221198_lesion
C1623038,cirrhosis,218,UMLS:C0578150_hemodynamically stable
C1623038,cirrhosis,218,UMLS:C0744492_guaiac positive
C1623038,cirrhosis,218,UMLS:C0234233_sore to touch
C1623038,cirrhosis,218,UMLS:C0151706_bleeding of vagina
C0015230,exanthema,208,UMLS:C0015967_fever
C0015230,exanthema,208,UMLS:C0033774_pruritus
C0015230,exanthema,208,UMLS:C0332573_macule
C0015230,exanthema,208,UMLS:C0221198_lesion
C0015230,exanthema,208,UMLS:C0332575_redness
C0015230,exanthema,208,UMLS:C0018681_headache
C0015230,exanthema,208,UMLS:C0277797_apyrexial
C0015230,exanthema,208,UMLS:C0003862_arthralgia
C0015230,exanthema,208,UMLS:C0038999_swelling
C0015230,exanthema,208,UMLS:C0041834_erythema
C0015230,exanthema,208,UMLS:C0085636_photophobia
C0015230,exanthema,208,UMLS:C0085593_chill
C0015230,exanthema,208,UMLS:C1384489_scratch marks
C0015230,exanthema,208,UMLS:C0030193_pain
C0015230,exanthema,208,UMLS:C0221150_painful swallowing
C0005001,benign prostatic hypertrophy,192,UMLS:C0856054_mental status changes
C0005001,benign prostatic hypertrophy,192,UMLS:C0006625_cachexia
C0005001,benign prostatic hypertrophy,192,UMLS:C0312422_blackout
C0005001,benign prostatic hypertrophy,192,UMLS:C0149746_orthostasis
C0005001,benign prostatic hypertrophy,192,UMLS:C0085619_orthopnea
C0005001,benign prostatic hypertrophy,192,UMLS:C0028081_night sweat
C0005001,benign prostatic hypertrophy,192,UMLS:C0476273_distress respiratory
C0005001,benign prostatic hypertrophy,192,UMLS:C0003123_anorexia
C0005001,benign prostatic hypertrophy,192,UMLS:C0013362_dysarthria
C0022660,kidney failure acute,186,UMLS:C0020461_hyperkalemia
C0022660,kidney failure acute,186,UMLS:C0020649_hypotension
C0022660,kidney failure acute,186,UMLS:C0020598_hypocalcemia result
C0022660,kidney failure acute,186,UMLS:C0028961_oliguria
C0022660,kidney failure acute,186,UMLS:C0578150_hemodynamically stable
C0022660,kidney failure acute,186,UMLS:C0004093_asthenia
C0022660,kidney failure acute,186,"UMLS:C0020672_hypothermia, natural"
C0022660,kidney failure acute,186,UMLS:C0011991_diarrhea
C0022660,kidney failure acute,186,UMLS:C0019080_haemorrhage
C0022660,kidney failure acute,186,UMLS:C0241526_unresponsiveness
C0026266,mitral valve insufficiency,186,UMLS:C0392680_shortness of breath
C0026266,mitral valve insufficiency,186,UMLS:C0231807_dyspnea on exertion
C0026266,mitral valve insufficiency,186,UMLS:C0231221_asymptomatic
C0026266,mitral valve insufficiency,186,UMLS:C0086439_hypokinesia
C0026266,mitral valve insufficiency,186,UMLS:C0013404_dyspnea
C0026266,mitral valve insufficiency,186,UMLS:C0039070_syncope
C0026266,mitral valve insufficiency,186,UMLS:C0205400_thicken
C0026266,mitral valve insufficiency,186,UMLS:C0238705_left atrial hypertrophy
C0026266,mitral valve insufficiency,186,UMLS:C0030252_palpitation
C0026266,mitral valve insufficiency,186,UMLS:C0015672_fatigue
C0026266,mitral valve insufficiency,186,UMLS:C0042963_vomiting
C0026266,mitral valve insufficiency,186,UMLS:C0030193_pain
C0026266,mitral valve insufficiency,186,UMLS:C0018800_cardiomegaly
C0026266,mitral valve insufficiency,186,UMLS:C0235710_chest discomfort
C0003864,arthritis,179,UMLS:C0030193_pain
C0003864,arthritis,179,UMLS:C0578150_hemodynamically stable
C0003864,arthritis,179,UMLS:C0917801_sleeplessness
C0003864,arthritis,179,UMLS:C0004093_asthenia
C0003864,arthritis,179,UMLS:C0039070_syncope
C0003864,arthritis,179,UMLS:C0038999_swelling
C0003864,arthritis,179,UMLS:C0741302_atypia
C0003864,arthritis,179,UMLS:C0427108_general unsteadiness
C0003864,arthritis,179,UMLS:C0392680_shortness of breath
C0003864,arthritis,179,UMLS:C0000731_distended abdomen
C0006277,bronchitis,172,UMLS:C0010200_cough
C0006277,bronchitis,172,UMLS:C0043144_wheezing
C0006277,bronchitis,172,UMLS:C0392680_shortness of breath
C0006277,bronchitis,172,UMLS:C0232292_chest tightness
C0006277,bronchitis,172,UMLS:C0015967_fever
C0006277,bronchitis,172,UMLS:C0242429_throat sore
C0006277,bronchitis,172,UMLS:C0239134_productive cough
C0006277,bronchitis,172,UMLS:C0019214_hepatosplenomegaly
C0006277,bronchitis,172,UMLS:C0028081_night sweat
C0006277,bronchitis,172,UMLS:C0019079_haemoptysis
C0006277,bronchitis,172,UMLS:C0553668_labored breathing
C0006277,bronchitis,172,UMLS:C1260880_snuffle
C0006277,bronchitis,172,UMLS:C0239133_hacking cough
C0006277,bronchitis,172,UMLS:C0013404_dyspnea
C0006277,bronchitis,172,UMLS:C0085593_chill
C0006277,bronchitis,172,UMLS:C0038450_stridor
C0006277,bronchitis,172,UMLS:C0043096_decreased body weight
C0018989,hemiparesis,171,UMLS:C0013362_dysarthria
C0018989,hemiparesis,171,UMLS:C0030552_paresis
C0018989,hemiparesis,171,UMLS:C0004093_asthenia
C0018989,hemiparesis,171,UMLS:C0221470_aphagia
C0018989,hemiparesis,171,UMLS:C0036572_seizure
C0018989,hemiparesis,171,UMLS:C0234518_speech slurred
C0018989,hemiparesis,171,UMLS:C0751495_focal seizures
C0018989,hemiparesis,171,UMLS:C0018991_hemiplegia
C0018989,hemiparesis,171,UMLS:C0423571_abnormal sensation
C0018989,hemiparesis,171,UMLS:C0241526_unresponsiveness
C0018989,hemiparesis,171,UMLS:C0085628_stupor
C0018989,hemiparesis,171,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
C0018989,hemiparesis,171,UMLS:C0231890_fremitus
C0018989,hemiparesis,171,UMLS:C0271276_Stahli's line
C0018989,hemiparesis,171,UMLS:C0677500_stinging sensation
C0018989,hemiparesis,171,UMLS:C0522224_paralyse
C0018989,hemiparesis,171,UMLS:C0009024_clonus
C0018989,hemiparesis,171,UMLS:C0427055_facial paresis
C0029456,osteoporosis,169,UMLS:C0242453_prostatism
C0029456,osteoporosis,169,UMLS:C0085639_fall
C0029456,osteoporosis,169,UMLS:C0019572_hirsutism
C0029456,osteoporosis,169,UMLS:C0558361_sniffle
C0029456,osteoporosis,169,"UMLS:C0000731_distended
  abdomen"
C0029456,osteoporosis,169,UMLS:C0042571_vertigo
C0029456,osteoporosis,169,"UMLS:C0239832_numbness
  of hand"
C0029456,osteoporosis,169,UMLS:C0233565_bradykinesia
C0029456,osteoporosis,169,UMLS:C0030193_pain
C0029456,osteoporosis,169,UMLS:C0039070_syncope
C0029456,osteoporosis,169,"UMLS:C0848168_out
  of breath"
C0029456,osteoporosis,169,UMLS:C0277797_apyrexial
C0029456,osteoporosis,169,"UMLS:C0150045_urge
  incontinence"
C0029456,osteoporosis,169,UMLS:C0220870_lightheadedness
C0007787,transient ischemic attack,168,UMLS:C0234518_speech slurred
C0007787,transient ischemic attack,168,UMLS:C0013362_dysarthria
C0007787,transient ischemic attack,168,UMLS:C0427055_facial paresis
C0007787,transient ischemic attack,168,UMLS:C0004093_asthenia
C0007787,transient ischemic attack,168,UMLS:C0151315_neck stiffness
C0007787,transient ischemic attack,168,UMLS:C0042571_vertigo
C0007787,transient ischemic attack,168,UMLS:C0028643_numbness
C0007787,transient ischemic attack,168,UMLS:C0220870_lightheadedness
C0007787,transient ischemic attack,168,UMLS:C0234133_extrapyramidal sign
C0007787,transient ischemic attack,168,UMLS:C0271276_Stahli's line
C0007787,transient ischemic attack,168,UMLS:C0344232_vision blurred
C0007787,transient ischemic attack,168,UMLS:C0018681_headache
C0007787,transient ischemic attack,168,UMLS:C0848277_room spinning
C0007787,transient ischemic attack,168,UMLS:C0039070_syncope
C0007787,transient ischemic attack,168,UMLS:C1299586_difficulty
C0007787,transient ischemic attack,168,UMLS:C0423982_rambling speech
C0007787,transient ischemic attack,168,UMLS:C0233844_clumsiness
C0001418,adenocarcinoma,166,UMLS:C0577559_mass of body structure
C0001418,adenocarcinoma,166,UMLS:C0221198_lesion
C0001418,adenocarcinoma,166,UMLS:C0043096_decreased body weight
C0001418,adenocarcinoma,166,UMLS:C0009806_constipation
C0001418,adenocarcinoma,166,UMLS:C0231890_fremitus
C0001418,adenocarcinoma,166,UMLS:C0278014_decreased stool caliber
C0001418,adenocarcinoma,166,UMLS:C0239233_satiety early
C0001418,adenocarcinoma,166,UMLS:C0018932_hematochezia
C0001418,adenocarcinoma,166,UMLS:C0231872_egophony
C0001418,adenocarcinoma,166,UMLS:C0030193_pain
C0001418,adenocarcinoma,166,UMLS:C0008767_cicatrisation^UMLS:C0241158_scar tissue
C0001418,adenocarcinoma,166,UMLS:C0000737_pain abdominal
C1456784,paranoia,165,UMLS:C0233762_hallucinations auditory
C1456784,paranoia,165,UMLS:C0233763_hallucinations visual
C1456784,paranoia,165,UMLS:C0085631_agitation
C1456784,paranoia,165,UMLS:C0022107_irritable mood
C1456784,paranoia,165,UMLS:C0424068_verbal auditory hallucinations
C1456784,paranoia,165,UMLS:C0424000_feeling suicidal
C1456784,paranoia,165,UMLS:C0438696_suicidal
C1456784,paranoia,165,UMLS:C0558261_terrify
C1456784,paranoia,165,UMLS:C0233647_neologism
C1456784,paranoia,165,UMLS:C0237154_homelessness
C1456784,paranoia,165,UMLS:C0455769_energy increased
C1456784,paranoia,165,UMLS:C0344315_mood depressed
C1456784,paranoia,165,UMLS:C0231187_decompensation
C1456784,paranoia,165,UMLS:C0008767_cicatrisation^UMLS:C0241158_scar tissue
C1456784,paranoia,165,UMLS:C0312422_blackout
C1456784,paranoia,165,UMLS:C0240233_loose associations
C0030305,pancreatitis,165,UMLS:C0042963_vomiting
C0030305,pancreatitis,165,UMLS:C0000737_pain abdominal
C0030305,pancreatitis,165,UMLS:C0027497_nausea
C0030305,pancreatitis,165,UMLS:C0030193_pain
C0030305,pancreatitis,165,UMLS:C0011991_diarrhea
C0030305,pancreatitis,165,UMLS:C0241252_stool color yellow
C0030305,pancreatitis,165,UMLS:C0424790_rigor - temperature-associated observation
C0030305,pancreatitis,165,UMLS:C0277797_apyrexial
C0030305,pancreatitis,165,UMLS:C0234233_sore to touch
C0021167,incontinence,165,UMLS:C0221166_paraparesis
C0021167,incontinence,165,UMLS:C0036572_seizure
C0021167,incontinence,165,UMLS:C0004093_asthenia
C0021167,incontinence,165,UMLS:C0150045_urge incontinence
C0021167,incontinence,165,UMLS:C0041657_unconscious state
C0021167,incontinence,165,UMLS:C0236018_aura
C0021167,incontinence,165,UMLS:C0554980_moody
C0021167,incontinence,165,UMLS:C0877040_fear of falling
C0021167,incontinence,165,UMLS:C0040822_tremor
C0021167,incontinence,165,UMLS:C0037763_spasm
C0021167,incontinence,165,UMLS:C0847488_unhappy
C0021167,incontinence,165,UMLS:C0039070_syncope
C0021167,incontinence,165,UMLS:C0085639_fall
C0021167,incontinence,165,UMLS:C0427008_stiffness
C0021167,incontinence,165,UMLS:C0241526_unresponsiveness
C0013405,paroxysmal dyspnea,165,UMLS:C0085619_orthopnea
C0013405,paroxysmal dyspnea,165,UMLS:C0392680_shortness of breath
C0013405,paroxysmal dyspnea,165,UMLS:C0231807_dyspnea on exertion
C0013405,paroxysmal dyspnea,165,UMLS:C0240100_jugular venous distention
C0013405,paroxysmal dyspnea,165,UMLS:C0034642_rale
C0013405,paroxysmal dyspnea,165,UMLS:C0008031_pain chest
C0013405,paroxysmal dyspnea,165,UMLS:C0030252_palpitation
C0013405,paroxysmal dyspnea,165,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
C0013405,paroxysmal dyspnea,165,UMLS:C0043094_weight gain
C0013405,paroxysmal dyspnea,165,UMLS:C0010200_cough
C0013405,paroxysmal dyspnea,165,UMLS:C0013404_dyspnea
C0019270,hernia,164,UMLS:C0000737_pain abdominal
C0019270,hernia,164,UMLS:C0030193_pain
C0019270,hernia,164,UMLS:C0020578_hyperventilation
C0019270,hernia,164,UMLS:C0278141_excruciating pain
C0019270,hernia,164,UMLS:C0016927_gag
C0019270,hernia,164,UMLS:C0027497_nausea
C0019270,hernia,164,UMLS:C0872410_posturing
C0019270,hernia,164,UMLS:C0018991_hemiplegia
C0019270,hernia,164,UMLS:C0234233_sore to touch
C0019270,hernia,164,UMLS:C0019080_haemorrhage
C0019270,hernia,164,UMLS:C0277797_apyrexial
C0019270,hernia,164,UMLS:C0149696_food intolerance
C0019270,hernia,164,UMLS:C0277899_pulse absent
C0019270,hernia,164,UMLS:C0004093_asthenia
C0019270,hernia,164,UMLS:C0577559_mass of body structure
C0019270,hernia,164,UMLS:C0205400_thicken
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0018965_hematuria
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0392699_dysesthesia
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0004093_asthenia
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0521516_polymyalgia
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0848621_passed stones
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0008033_pleuritic pain
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0744492_guaiac positive
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0034642_rale
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0238844_breath sounds decreased
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0150045_urge incontinence
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0013428_dysuria
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0011991_diarrhea
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0042571_vertigo
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0151878_qt interval prolonged
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0004134_ataxia
C0376358,malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0030552_paresis
